"STORES","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41"
"01019","AL","Cherokee","5","-9999","-9999","0.19403158128261569","-9999","-9999","1","-9999","-9999","3.8806319236755371E-2","-9999","-9999","18","19","5.555555555555558","0.69851374626159668","0.72259831428527832","3.4479733795620859","-9999","-9999","-9999","-9999","-9999","-9999","10","0.38031488656997681","27.416666666666671","27","-1.5197567939758301","1.0603189336221011","1.077027440071106","1.5758000612258909","4","4","0","0.15445804533343599","0.15955962240695951","3.302888536825987"
"01021","AL","Chilton","5","4","-20","0.1140146851539612","9.0096175670623779E-2","-20.978446286141772","1","-9999","-9999","2.2802937775850299E-2","-9999","-9999","33","33","0","0.75249689817428589","0.74329346418380737","-1.223052747832976","3","3","0","6.840880960226059E-2","6.7572131752967834E-2","-1.2230557060667","16","0.36038470268249512","42.500000000000007","54","27.058822631835941","0.96444051104000739","1.1962782144546511","24.038570404052731","6","5","-16.666666666666661","0.13693315379875401","0.11076650768518451","-19.109065545971259"
"01023","AL","Choctaw","3","4","33.333333333333329","0.22990266978740689","0.32211306691169739","40.108449897323183","-9999","-9999","-9999","-9999","-9999","-9999","15","13","-13.33333333333333","1.149513363838196","1.0468674898147581","-8.9295068028357285","-9999","-9999","-9999","-9999","-9999","-9999","7","0.56369787454605103","14.41666666666667","17","17.919075012207031","1.113686107892365","1.34185802936554","20.487991333007809","3","3","0","0.22578460149017801","0.2367984801530838","4.8780468598009818"
"01025","AL","Clarke","6","6","0","0.24648755788803101","0.25761023163795471","4.5124686394825142","2","-9999","-9999","8.2162514328956604E-2","-9999","-9999","13","16","23.07692307692308","0.53405636548995972","0.68696063756942749","28.6307367461464","1","-9999","-9999","4.1081257164478302E-2","-9999","-9999","14","0.60109055042266846","36.166666666666657","29","-19.815668106079102","1.501750889285665","1.2576979398727419","-16.251226425170898","8","5","-37.5","0.32197045921036699","0.21684448421001429","-32.650813760422068"
"01027","AL","Clay","3","-9999","-9999","0.22399760782718661","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","6","10","66.666666666666671","0.44799521565437322","0.76266014575958252","70.238457713345824","-9999","-9999","-9999","-9999","-9999","-9999","8","0.61012810468673706","11.16666666666667","13","16.417909622192379","0.83539063863744045","0.91491305828094482","9.5191898345947266","3","1","-66.666666666666657","0.22250241044277999","7.0377930998802185E-2","-68.36981187810504"
"01029","AL","Cleburne","2","-9999","-9999","0.13448995351791379","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","12","12","0","0.80693966150283813","0.80176389217376709","-0.64140722980845499","-9999","-9999","-9999","-9999","-9999","-9999","6","0.40088194608688349","12.16666666666667","21","72.602737426757813","0.81655480984340034","1.386687755584717","69.821762084960938","4","2","-50","0.266826762724301","0.13206550478935239","-50.505150442570397"
"01031","AL","Coffee","7","6","-14.28571428571429","0.13650280237197879","0.11271838843822481","-17.424121351692062","1","-9999","-9999","1.9500399008393291E-2","-9999","-9999","29","28","-3.4482758620689609","0.56551158428192139","0.52601915597915649","-6.9834870585209767","-9999","5","-9999","-9999","9.3931995332241058E-2","-9999","20","0.37572798132896418","42.666666666666657","52","21.875","0.82250581537314771","0.97089189291000366","18.04073333740234","7","7","0","0.1372791276892","0.13069698214530939","-4.7947169061217636"
"01033","AL","Colbert","8","8","0","0.14683479070663449","0.14437566697597501","-1.674755498220204","1","-9999","-9999","1.8354348838329319E-2","-9999","-9999","45","52","15.555555555555539","0.82594573497772217","0.93844181299209595","13.62027470453711","4","3","-25","7.3417395353317261E-2","5.414087325334549E-2","-26.25606916072757","19","0.34289219975471502","63.000000000000007","73","15.87301540374756","1.155963302752294","1.274663925170898","10.268546104431151","9","8","-11.111111111111111","0.16551115361274099","0.1396891921758652","-15.601342189477711"
"01035","AL","Conecuh","1","3","200","8.0032013356685638E-2","0.25314319133758539","216.30241539642421","-9999","-9999","-9999","-9999","-9999","-9999","15","13","-13.33333333333333","1.2004802227020259","1.096953868865967","-8.6237450545452283","-9999","-9999","-9999","-9999","-9999","-9999","6","0.5062863826751709","15.83333333333333","15","-5.263157844543457","1.2698158098751571","1.2957843542098999","2.045063972473145","2","2","0","0.157517523824525","0.17277124524116519","9.683825041354039"
"01037","AL","Coosa","1","-9999","-9999","9.2489823698997498E-2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","8","7","-12.5","0.73991858959197998","0.65727698802947998","-11.169012743425171","-9999","-9999","-9999","-9999","-9999","-9999","4","0.3755868673324585","7","8","14.285714149475099","0.65092058768830208","0.77451837062835693","18.988151550292969","1","1","0","9.2047128129602293E-2","9.6814796328544617E-2","5.1795947313309441"
"01039","AL","Covington","6","5","-16.666666666666661","0.16042780876159671","0.13539128005504611","-15.60610276972371","1","-9999","-9999","2.673796750605106E-2","-9999","-9999","34","33","-2.9411764705882359","0.90909093618392944","0.89358246326446533","-1.7059319703003231","3","-9999","-9999","8.021390438079834E-2","-9999","-9999","19","0.51448684930801392","54.083333333333343","64","18.33590126037598","1.4580862000790831","1.7047573328018191","16.917459487915039","7","6","-14.285714285714279","0.18553367436189699","0.15982100367546079","-13.858762176122131"
"01041","AL","Crenshaw","4","-9999","-9999","0.28754222393035889","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","7","8","14.285714285714279","0.50319892168045044","0.58475255966186523","16.2070375089564","1","-9999","-9999","7.1885555982589722E-2","-9999","-9999","6","0.43856441974639893","19.833333333333339","15","-24.369747161865231","1.429841636027203","1.135933399200439","-20.555299758911129","3","2","-33.333333333333329","0.215889464594128","0.15145778656005859","-29.84475326538092"
"01043","AL","Cullman","15","12","-20","0.18196375668048859","0.14198662340641019","-21.969832896050001","2","-9999","-9999","2.4261834099888802E-2","-9999","-9999","53","60","13.20754716981132","0.64293861389160156","0.70993316173553467","10.42005354732485","4","4","0","4.8523668199777603E-2","4.7328878194093697E-2","-2.462282943582927","34","0.40229544043540949","74.083333333333343","81","9.3363332748413086","0.89521277667009058","0.91749352216720581","2.4888770580291748","12","9","-25","0.147572433469428","0.1019437238574028","-30.919534590095321"
"01045","AL","Dale","6","6","0","0.12127091735601429","0.12255152314901351","1.0559875532563101","1","-9999","-9999","2.0211819559335709E-2","-9999","-9999","29","35","20.68965517241379","0.58614277839660645","0.71488386392593384","21.96411698212826","1","-9999","-9999","2.0211819559335709E-2","-9999","-9999","15","0.3063788115978241","51.333333333333343","62","20.779220581054691","1.042809355489646","1.253664970397949","20.21995735168457","6","6","0","0.120950672284153","0.1213224157691002","0.30735131762958651"
"01047","AL","Dallas","8","7","-12.5","0.1994763761758804","0.19391655921936041","-2.7872057148350948","1","-9999","-9999","2.4934547021985051E-2","-9999","-9999","36","33","-8.3333333333333375","0.89764368534088135","0.91417807340621948","1.8419767593039089","-9999","-9999","-9999","-9999","-9999","-9999","14","0.3878331184387207","43.666666666666679","47","7.6335878372192383","1.1135194865910161","1.2263215780258181","10.13023090362549","8","4","-50","0.193115434751122","0.1043677926063538","-45.955747793614727"
"01049","AL","DeKalb","16","15","-6.25","0.22498452663421631","0.2093276381492615","-6.9590956850157371","1","-9999","-9999","1.4061532914638519E-2","-9999","-9999","50","44","-12","0.70307666063308716","0.61402773857116699","-12.665606333985799","3","3","0","4.2184598743915558E-2","4.1865527629852288E-2","-0.75636873068345434","23","0.32096904516220093","81.916666666666657","92","12.309257507324221","1.143815946865502","1.2834821939468379","12.21055221557617","11","11","0","0.15506717227962799","0.1534598171710968","-1.0365540848534289"
"01051","AL","Elmore","8","9","12.5","9.8451845347881317E-2","0.1095450222492218","11.26761703870816","2","3","50","2.4612961336970329E-2","3.65150086581707E-2","48.356827763438169","55","56","1.8181818181818079","0.67685645818710327","0.6816135048866272","0.7028147019923825","-9999","-9999","-9999","-9999","-9999","-9999","22","0.2677767276763916","66.833333333333343","81","21.19700813293457","0.81826381151772642","0.92366635799407959","12.881242752075201","9","10","11.111111111111111","0.111170127351557","0.11403288692235949","2.5751158508161698"
"01053","AL","Escambia","4","4","0","0.10666666924953461","0.11025054752826691","3.3598858049539659","2","-9999","-9999","5.3333334624767303E-2","-9999","-9999","30","29","-3.333333333333333","0.80000001192092896","0.79931646585464478","-8.5443257012318696E-2","-9999","-9999","-9999","-9999","-9999","-9999","15","0.41343954205513","42.083333333333329","34","-19.207920074462891","1.123810541120339","0.92504423856735229","-17.68681526184082","6","5","-16.666666666666661","0.158415841584158","0.1360359191894531","-14.127326011657489"
"01055","AL","Etowah","14","12","-14.28571428571429","0.1360134482383728","0.11722069978713991","-13.81683112562321","2","-9999","-9999","1.9430492073297501E-2","-9999","-9999","70","76","8.5714285714285623","0.68006724119186401","0.7423977255821228","9.1653413978624254","6","3","-50","5.8291476219892502E-2","2.930517494678497E-2","-49.726483446332217","34","0.33212530612945562","108.5","122","12.44239616394043","1.055909688093037","1.180477619171143","11.797214508056641","14","12","-14.285714285714279","0.13544498514942499","0.11611255258321759","-14.273273052434931"
"01057","AL","Fayette","4","-9999","-9999","0.24123997986316681","-9999","-9999","1","-9999","-9999","6.0309994965791702E-2","-9999","-9999","8","10","25","0.48247995972633362","0.61572563648223877","27.616831346007231","-9999","-9999","-9999","-9999","-9999","-9999","5","0.30786281824111938","14","9","-35.714286804199219","0.85013359242166631","0.55224889516830444","-35.039752960205078","4","3","-25","0.23833641184532001","0.18408295512199399","-22.763394104689471"
"01059","AL","Franklin","10","8","-20","0.31571635603904719","0.2539118230342865","-19.575968055679969","1","-9999","-9999","3.1571637839078903E-2","-9999","-9999","20","19","-5.0000000000000044","0.63143271207809448","0.60304057598114014","-4.4964626560942023","1","-9999","-9999","3.1571637839078903E-2","-9999","-9999","11","0.34912875294685358","33.083333333333329","35","5.7934508323669434","1.050431285389215","1.0933741331100459","4.0881156921386719","7","6","-14.285714285714279","0.22170842175276301","0.1874355673789978","-15.458526159184149"
"01061","AL","Geneva","10","9","-9.9999999999999982","0.377401202917099","0.34076711535453802","-9.7069344981945314","-9999","-9999","-9999","-9999","-9999","-9999","15","15","0","0.56610184907913208","0.56794518232345581","0.3256186580775644","1","-9999","-9999","3.7740122526884079E-2","-9999","-9999","11","0.41649311780929571","31.583333333333339","34","7.6517148017883301","1.195387507412033","1.275941014289856","6.7386941909790039","7","5","-28.571428571428569","0.26153558752101602","0.18763838708400729","-28.255122424236301"
"01063","AL","Greene","2","-9999","-9999","0.23571006953716281","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","13","9","-30.76923076923077","1.5321154594421389","1.1264079809188841","-26.480215705869671","-9999","-9999","-9999","-9999","-9999","-9999","6","0.75093865394592285","14.83333333333333","12","-19.10112380981445","1.780712284913966","1.557228088378906","-12.55027008056641","3","1","-66.666666666666657","0.34936531966926698","0.12976901233196261","-62.855783036847853"
"01065","AL","Hale","2","-9999","-9999","0.134725496172905","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","12","9","-25","0.8083530068397522","0.61349695920944214","-24.10531611580166","-9999","-9999","-9999","-9999","-9999","-9999","5","0.34083163738250732","14.25","14","-1.7543859481811519","0.96205779098028632","0.94966763257980347","-1.2878808975219731","2","1","-50","0.13193482419684699","6.7833401262760162E-2","-48.585673512891027"
"01067","AL","Henry","2","-9999","-9999","0.11721955239772799","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","12","10","-16.666666666666661","0.70331728458404541","0.58061891794204712","-17.445663476700179","2","-9999","-9999","0.11721955239772799","-9999","-9999","4","0.23224757611751559","12.58333333333333","14","11.25827789306641","0.73385043059038513","0.81009143590927124","10.389175415039061","4","4","0","0.23273404317216501","0.2314546853303909","-0.54970808066427601"
"01069","AL","Houston","17","17","0","0.16290546953678131","0.15950459241867071","-2.0876383879442351","3","4","33.333333333333329","2.8748024255037311E-2","3.753049299120903E-2","30.549816774392191","71","73","2.8169014084507","0.68036991357803345","0.68493151664733887","0.67045925727611255","6","4","-33.333333333333343","5.7496048510074622E-2","3.753049299120903E-2","-34.725091612803908","37","0.3471570611000061","136.66666666666671","136","-0.48780488967895508","1.30974514276222","1.2705531120300291","-2.9923403263092041","22","21","-4.5454545454545459","0.211760402729784","0.19618834555149081","-7.3536208741366416"
"01071","AL","Jackson","11","8","-27.27272727272727","0.21130277216434479","0.15509286522865301","-26.601594650151348","1","-9999","-9999","1.9209343940019611E-2","-9999","-9999","42","39","-7.1428571428571397","0.80679243803024292","0.75607770681381226","-6.285970074316638","2","-9999","-9999","3.8418687880039222E-2","-9999","-9999","17","0.32957231998443598","49.250000000000007","61","23.857868194580082","0.94877574216417204","1.1592991352081301","22.18895149230957","11","8","-27.27272727272727","0.209093673965937","0.1520392298698425","-27.286547227339401"
"01073","AL","Jefferson","107","113","5.6074766355140193","0.16199676692485809","0.17242905497550959","6.4398125028572561","19","18","-5.2631578947368478","2.876578085124493E-2","2.7466574683785439E-2","-4.5164988712735106","459","464","1.089324618736387","0.69492071866989136","0.70802724361419678","1.8860460757871511","40","33","-17.5","6.0559540987014771E-2","5.0355385988950729E-2","-16.849789202087951","139","0.21210299432277679","569.41666666666697","541","-4.9904875755310059","0.86380348616068792","0.80474215745925903","-6.8373570442199707","79","74","-6.3291139240506329","0.119861143141515","0.1100756376981735","-8.1640348046640447"
"01075","AL","Lamar","4","4","0","0.28723251819610601","0.29061320424079901","1.176985832218636","-9999","-9999","-9999","-9999","-9999","-9999","9","9","0","0.64627313613891602","0.65387970209121704","1.176989345053947","-9999","-9999","-9999","-9999","-9999","-9999","10","0.72653299570083618","13.33333333333333","14","5","0.95606864572876327","1.0082823038101201","5.4612874984741211","5","4","-20","0.35546708374804498","0.28808066248893738","-18.957148028612149"
"01077","AL","Lauderdale","19","19","0","0.20535878837108609","0.20349584519863129","-0.90716505839938399","3","4","33.333333333333329","3.242507204413414E-2","4.284122958779335E-2","32.123776099808367","49","58","18.367346938775508","0.52960950136184692","0.62119781970977783","17.29355650010416","4","3","-25","4.3233428150415421E-2","3.2130923122167587E-2","-25.680371655054959","32","0.3427298367023468","93.083333333333329","91","-2.23813796043396","1.0058930745567589","0.96470862627029419","-4.0943164825439453","18","12","-33.333333333333329","0.19429842078561299","0.12721432745456701","-34.526319390452471"
"01079","AL","Lawrence","3","-9999","-9999","9.0372331440448761E-2","-9999","-9999","1","-9999","-9999","3.01241111010313E-2","-9999","-9999","20","24","20","0.60248219966888428","0.73043793439865112","21.238093805939751","1","-9999","-9999","3.01241111010313E-2","-9999","-9999","13","0.39565390348434448","27.25","25","-8.2568807601928711","0.8245332687827166","0.75492209196090698","-8.4424943923950195","4","2","-50","0.119642269613855","6.0393765568733222E-2","-49.521380893513737"
"01081","AL","Lee","18","22","22.222222222222229","0.1128908842802048","0.13186997175216669","16.811886622177809","3","4","33.333333333333329","1.8815146759152409E-2","2.3976359516382221E-2","27.431158647323279","79","80","1.2658227848101331","0.49546554684638983","0.47952717542648321","-3.216847573227533","2","-9999","-9999","1.254343148320913E-2","-9999","-9999","35","0.2097931504249573","100.5","116","15.422885894775391","0.62189054726368154","0.66238021850585938","6.5107393264770508","16","14","-12.5","0.103931872657473","7.994244247674942E-2","-23.081880050199089"
"01083","AL","Limestone","10","8","-20","0.1076472625136375","7.825644314289093E-2","-27.302895293805701","1","-9999","-9999","1.0764726437628269E-2","-9999","-9999","59","65","10.169491525423719","0.63511884212493896","0.63583362102508545","0.1125425436529381","2","-9999","-9999","2.1529452875256538E-2","-9999","-9999","26","0.25433343648910522","67.833333333333343","79","16.461915969848629","0.71855822263652613","0.75816464424133301","5.5119295120239258","8","8","0","8.8635784482090002E-2","7.6776169240474701E-2","-13.380166160780909"
"01085","AL","Lowndes","2","-9999","-9999","0.19521717727184301","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","9","8","-11.11111111111112","0.87847733497619629","0.82978945970535278","-5.5423029522056799","-9999","-9999","-9999","-9999","-9999","-9999","5","0.51861840486526489","13.25","16","20.754716873168949","1.3150059547439461","1.575888872146606","19.83891487121582","2","1","-50","0.18930430667297701","9.8493054509162903E-2","-47.971043955534753"
"01087","AL","Macon","4","3","-25","0.20967657864093781","0.16764459013938901","-20.046105661389468","-9999","-9999","-9999","-9999","-9999","-9999","13","10","-23.07692307692307","0.68144887685775757","0.55881530046463013","-17.996005358260419","-9999","-9999","-9999","-9999","-9999","-9999","7","0.39117071032524109","18","19","5.5555553436279297","0.95974406824846714","0.98968642950057983","3.1198277473449711","4","3","-25","0.203210729526519","0.15626627206802371","-23.101367515325549"
"01089","AL","Madison","46","45","-2.173913043478259","0.12885695695877081","0.1185917630791664","-7.9663482064758044","14","14","0","3.9217334240674973E-2","3.6895215511322021E-2","-5.9211539343857922","217","200","-7.8341013824884786","0.60786867141723633","0.52707451581954956","-13.291383385380991","23","21","-8.6956521739130483","6.4428478479385376E-2","5.5342823266983032E-2","-14.10192422177003","73","0.19238218665122989","263.16666666666657","297","12.85623836517334","0.72890065716464558","0.76196634769439697","4.5363783836364746","44","45","2.2727272727272729","0.125723984421655","0.1154494434595108","-8.1722998276011403"
"01091","AL","Marengo","3","4","33.333333333333329","0.15356265008449549","0.21352693438529971","39.048742821128513","1","-9999","-9999","5.1187552511692047E-2","-9999","-9999","21","23","9.5238095238095344","1.0749385356903081","1.227779865264893","14.218611064718489","1","-9999","-9999","5.1187552511692047E-2","-9999","-9999","8","0.42705386877059942","22.833333333333339","22","-3.6496350765228271","1.178494623655914","1.1470282077789311","-2.6700518131256099","5","3","-40","0.24917771354530099","0.1564129292964935","-37.228363214731338"
"01093","AL","Marion","3","4","33.333333333333329","0.10014019906520839","0.13466653227806091","34.477995385619238","2","-9999","-9999","6.6760130226612091E-2","-9999","-9999","23","24","4.3478260869565188","0.76774150133132935","0.80799919366836548","5.243651967130325","2","-9999","-9999","6.6760130226612091E-2","-9999","-9999","11","0.37033295631408691","22.666666666666661","28","23.529411315917969","0.75978502553101146","0.9588056206703186","26.194330215454102","6","6","0","0.19841925989616099","0.20545834302902219","3.5475805809098349"
"01095","AL","Marshall","22","23","4.5454545454545414","0.23127950727939611","0.23713785409927371","2.5330159549330489","3","3","0","3.1538113951683037E-2","3.0931023880839351E-2","-1.9249409516807761","74","67","-9.4594594594594632","0.77794015407562256","0.69079285860061646","-11.20231357366529","4","3","-25","4.2050819844007492E-2","3.0931023880839351E-2","-26.44370788588272","31","0.31962057948112488","100.6666666666666","116","15.23178768157959","1.053571677760567","1.184604287147522","12.436990737915041","16","15","-6.25","0.16925127467366199","0.15318158268928531","-9.4945766378192005"
"01097","AL","Mobile","56","60","7.1428571428571397","0.13488483428955081","0.14537842571735379","7.7796673607330558","10","10","0","2.4086575955152512E-2","2.422973699867725E-2","0.59436029343189478","250","241","-3.6000000000000032","0.60216444730758667","0.58393663167953491","-3.027049456266051","25","21","-16","6.0216441750526428E-2","5.0882447510957718E-2","-15.50074027661574","124","0.30044874548912048","484.24999999999989","473","-2.323180198669434","1.169813143940766","1.14284884929657","-2.3050086498260498","55","51","-7.2727272727272716","0.13275692689438101","0.1232247203588486","-7.1801952323859446"
"01099","AL","Monroe","5","5","0","0.23198626935482031","0.24439121782779691","5.3472770209531006","1","-9999","-9999","4.639725387096405E-2","-9999","-9999","14","15","7.1428571428571397","0.64956152439117432","0.733173668384552","12.872089995131139","-9999","-9999","-9999","-9999","-9999","-9999","10","0.48878243565559393","26.666666666666661","24","-10","1.250371203951173","1.2111425399780269","-3.1373615264892578","5","4","-20","0.227531285551763","0.20185708999633789","-11.28380894660935"
"01101","AL","Montgomery","34","31","-8.8235294117647083","0.14951758086681369","0.13799919188022611","-7.7037020795887594","6","7","16.666666666666671","2.6385456323623661E-2","3.1161107122898098E-2","18.099557349700529","149","151","1.3422818791946289","0.6552388072013855","0.67218959331512451","2.586963093064965","13","10","-23.07692307692307","5.7168487459421158E-2","4.4515866786241531E-2","-22.132159228736992","51","0.2270309180021286","213.58333333333329","234","9.5591106414794922","0.94236533330980177","1.0257219076156621","8.8454627990722656","25","27","8","0.109942302279764","0.1183525323867798","7.6496761779781082"
"01103","AL","Morgan","18","13","-27.777777777777779","0.15114618837833399","0.1084390580654144","-28.25551260744955","2","3","50","1.6794022172689441E-2","2.502439916133881E-2","49.00777731515484","95","90","-5.2631578947368478","0.79771602153778076","0.7507319450378418","-5.8898248538830078","4","5","25","3.3588044345378883E-2","4.170733317732811E-2","24.173151459669029","33","0.27526837587356567","118","114","-3.389830589294434","0.99311552121732394","0.92606133222579956","-6.7519021034240723","17","14","-17.647058823529409","0.14219396930283101","0.1137268245220184","-20.019938201588559"
"01105","AL","Perry","3","-9999","-9999","0.3145313560962677","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","8","7","-12.5","0.83875024318695068","0.80580174922943115","-3.928284280708771","-9999","-9999","-9999","-9999","-9999","-9999","5","0.575572669506073","11.08333333333333","11","-0.75187969207763672","1.1867794553306921","1.297322750091553","9.3145608901977539","3","1","-66.666666666666657","0.30438311688311698","0.1179384365677834","-61.25329230626425"
"01107","AL","Pickens","5","4","-20","0.245857298374176","0.20209164917469019","-17.801240593182559","-9999","-9999","-9999","-9999","-9999","-9999","9","8","-11.11111111111112","0.4425431489944458","0.40418329834938049","-8.6680475637747953","-9999","-9999","-9999","-9999","-9999","-9999","8","0.40418329834938049","24.666666666666671","22","-10.810811042785639","1.2225746761829239","1.1624834537506099","-4.9151372909545898","4","3","-25","0.19958088015168099","0.1585204750299454","-20.573315986245682"
"01109","AL","Pike","7","6","-14.28571428571429","0.2087060213088989","0.1820057034492493","-12.79326666868484","1","-9999","-9999","2.9815146699547771E-2","-9999","-9999","20","20","0","0.59630292654037476","0.60668569803237915","1.741190765613565","-9999","-9999","-9999","-9999","-9999","-9999","12","0.36401140689849848","37.583333333333343","39","3.7694013118743901","1.129748198915842","1.1819256544113159","4.6185030937194824","6","5","-16.666666666666661","0.180304714968296","0.15152892470359799","-15.95953287730595"
"01111","AL","Randolph","3","-9999","-9999","0.13324449956417081","-9999","-9999","1","-9999","-9999","4.4414833188056953E-2","-9999","-9999","20","21","5.0000000000000044","0.88829666376113892","0.91623038053512573","3.144638262594901","2","-9999","-9999","8.8829666376113892E-2","-9999","-9999","9","0.3926701545715332","20.583333333333339","30","45.748989105224609","0.90795471254227322","1.3526308536529541","48.9755859375","4","4","0","0.17687375635640101","0.18035078048706049","1.96582251787163"
